OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
Critical,15,0.05,5,27,5,0.38,39.55
Critical,15,0.1,3,11,6,0.4,3.9
Critical,15,0.05,5,7,5,0.38,6.55
Low,5,0.04,22,1,4,0.52,6.56
Low,5,0.05,22,50,15,0.38,348
Low,5,0.09,13,53,5,0.4,208.59
Low,5,0.04,22,1,4,0.52,6.56
Low,5,0.05,22,13,15,0.38,79.38
Low,5,0.09,13,13,5,0.4,47.39
Low,5,0.07,421,2,20,0.35,215.76
Low,5,0.09,29,12,9,0.42,105.84
Medium,7,0.04,36,46,1,0.55,843.56
Medium,7,0.04,36,11,1,0.55,200.96
Medium,7,0.05,116,12,3,0.55,693
Medium,7,0.02,3,2,1,0.37,1.1
High,10,0.02,5,10,8,0.38,10
Critical,15,0.05,7,13,5,0.37,24.12
High,10,0.02,5,3,8,0.38,-2.6
Critical,15,0.05,7,3,5,0.37,1.72
Critical,15,0.08,27,32,5,0.5,357.88
Critical,15,0,10,53,5,0.4,207
Critical,15,0.07,4,47,1,0.08,0.88
High,10,0.02,41,45,2,0.44,772.9
Critical,15,0.08,27,8,5,0.5,85.72
Critical,15,0,10,13,5,0.4,47
Critical,15,0.07,4,12,1,0.08,-0.52
High,10,0.02,41,11,2,0.44,187.42
Critical,15,0.02,5,31,3,0.37,51.25
Not Specified,0,0.02,15,9,10,0.38,38.6
Not Specified,0,0,7,1,5,0.56,-1.08
Medium,7,0.07,3,4,49,0.59,-42.76
Medium,7,0.07,6,1,1,0.39,0.92
Medium,7,0.05,10,13,5,0.59,65.2
Critical,15,0.02,5,8,3,0.37,11
Low,5,0.04,4,13,1,0.52,23.96
Low,5,0.07,2,4,1,0.38,1.48
Not Specified,0,0.03,40,29,7,0.67,735.4
Not Specified,0,0.03,66,24,4,0.59,883.04
Not Specified,0,0.1,281,27,36,0.66,4212.72
Critical,15,0.1,5,7,1,0.36,8.1
Not Specified,0,0.03,40,7,7,0.67,172.2
Not Specified,0,0.03,66,6,4,0.59,217.76
Not Specified,0,0.1,281,7,36,0.66,1065.52
High,10,0,3,14,1,0.4,15.8
Low,5,0.08,2,13,1,0.38,6.8
Medium,7,0.09,5,27,0,0.39,40.5
Medium,7,0.07,81,52,35,0.83,3166.12
Medium,7,0,116,43,3,0.55,2740.4
Medium,7,0.09,5,7,0,0.39,10.5
Medium,7,0.07,81,13,35,0.83,765.28
Medium,7,0,116,11,3,0.55,698.8
High,10,0.01,151,43,14,0.38,2388.41
High,10,0.06,416,12,11,0.57,2534.92
High,10,0.05,196,29,4,0.56,2894.84
Medium,7,0.06,1,39,1,0.81,28.25
Not Specified,0,0.08,16,13,8,0.59,98.08
Critical,15,0.05,12,26,6,0.35,87.6
High,10,0.01,151,11,14,0.38,600.57
High,10,0.06,416,3,11,0.57,625.48
High,10,0.05,196,7,4,0.56,695.72
Medium,7,0.06,1,10,1,0.81,6.5
Not Specified,0,0.08,16,3,8,0.59,16.48
Critical,15,0.05,12,6,6,0.35,15.6
Critical,15,0.05,8,18,9,0.58,67.32
Low,5,0.09,114,22,35,0.5,993.28
High,10,0.01,13,6,3,0.6,43.02
Critical,15,0.05,8,4,9,0.58,7.96
Low,5,0.09,114,6,35,0.5,245.44
Not Specified,0,0.04,19,12,10,0.37,65.24
Low,5,0,6,10,8,0.37,14.2
Not Specified,0,0.04,35,36,20,0.38,408.4
Medium,7,0.03,4,22,49,0.6,1.16
Medium,7,0.02,151,12,60,0.77,1299
Not Specified,0,0.04,35,9,20,0.38,87.1
Not Specified,0,0.01,27,9,19,0.44,85.49
Medium,7,0.03,4,6,49,0.6,-35.32
Medium,7,0.02,151,3,60,0.77,279.75
Not Specified,0,0.01,401,9,48,0.36,1215.15
High,10,0.04,16,12,9,0.49,77.4
High,10,0.05,3,5,1,0.59,7.1
High,10,0.02,6,2,1,0.4,3.56
High,10,0.03,4,6,1,0.39,7.64
Not Specified,0,0.03,22,10,5,0.41,78.6
Not Specified,0,0,66,2,9,0.56,64.92
Not Specified,0,0.09,20,9,6,0.38,46.2
Critical,15,0.1,2,24,1,0.58,22.04
Low,5,0.08,48,40,7,0.37,549.8
Low,5,0.1,35,1,2,0.43,9.55
Low,5,0,17,9,7,0.81,116.93
Not Specified,0,0.09,2,8,5,0.4,-0.04
Not Specified,0,0.05,36,10,1,0.55,179
Medium,7,0.02,7,1,3,0.37,-0.55
Medium,7,0.01,6,7,3,0.54,19.26
Critical,15,0.1,2,6,1,0.58,4.76
Not Specified,0,0.03,5,10,0,0.39,18
Not Specified,0,0.07,141,11,20,0.73,1003.66
Low,5,0.08,48,10,7,0.37,132.2
Critical,15,0.02,41,15,7,0.6,349.7
Critical,15,0.05,3,18,1,0.36,15.74
Critical,15,0.02,41,4,7,0.6,88.12
Critical,15,0.05,3,4,1,0.36,2.72
Not Specified,0,0.04,16,8,13,0.37,29.24
Not Specified,0,0.05,11,6,5,0.36,15.46
Not Specified,0,0.02,35,10,5,0.38,121
Medium,7,0.04,100,13,20,0.5,578
Medium,7,0.01,56,13,52,0.72,464.88
Medium,7,0.09,33,3,9,0.61,42.48
Medium,7,0.05,116,43,6,0.57,2587.76
Medium,7,0.01,66,49,4,0.59,1871.72
High,10,0.01,49,40,54,0.69,1278.8
High,10,0.04,106,40,14,0.65,2572.4
High,10,0.09,7,4,2,0.38,6.12
Critical,15,0.02,20,9,11,0.6,93.4
Critical,15,0.06,66,22,9,0.56,717
Critical,15,0.1,160,21,6,0.49,1304.4
Critical,15,0.1,6,40,9,0.37,55.8
High,10,0.08,3,29,1,0.36,23.36
High,10,0.08,18,46,9,0.47,313.92
Medium,7,0.05,116,11,6,0.57,657.52
Medium,7,0.01,66,12,4,0.59,455.36
High,10,0.01,49,10,54,0.69,279.2
High,10,0.04,106,10,14,0.65,632.6
High,10,0.09,7,1,2,0.38,0.03
Critical,15,0.02,20,2,11,0.6,12.2
Critical,15,0.06,66,6,9,0.56,189
Critical,15,0.1,160,5,6,0.49,306
Critical,15,0.1,6,10,9,0.37,7.2
High,10,0.08,3,7,1,0.36,4.88
High,10,0.08,18,11,9,0.47,68.22
Critical,15,0.02,35,14,2,0.43,198.9
Critical,15,0.01,43,7,6,0.5,141.49
Medium,7,0.01,111,4,30,0.71,280.8
Medium,7,0.07,21,56,3,0.81,867.24
Not Specified,0,0.09,4,45,5,0.35,41.8
Medium,7,0.01,111,1,30,0.71,47.7
Medium,7,0.07,21,14,3,0.81,214.56
Not Specified,0,0.09,4,11,5,0.35,6.44
Not Specified,0,0.01,3,46,1,0.36,47.3
Critical,15,0.08,5,48,6,0.36,61.2
Low,5,0.08,4,25,1,0.38,29
Low,5,0.04,301,39,65,0.56,6039.28
Not Specified,0,0.01,3,11,1,0.36,10.55
Critical,15,0.08,5,12,6,0.36,10.8
Critical,15,0.03,4,5,1,0.39,6.2
Low,5,0.08,4,6,1,0.38,6.2
Low,5,0.04,301,10,65,0.56,1500.2
Medium,7,0.1,181,40,55,0.57,3347.8
Medium,7,0.1,181,10,55,0.57,795.7
Low,5,0,7,55,2,0.47,178.95
Low,5,0,146,54,52,0.69,5387.96
Medium,7,0.09,2,19,1,0.57,17.24
Low,5,0,7,14,2,0.47,44.06
Low,5,0,146,13,52,0.69,1257.62
Medium,7,0.09,2,5,1,0.57,3.8
Not Specified,0,0.09,16,13,1,0.38,59.32
Not Specified,0,0,3,6,1,0.56,9.08
Critical,15,0.01,261,6,42,0.59,866.28
High,10,0.08,6,1,6,0.36,-4.32
Medium,7,0.09,108,44,6,0.65,2655.12
Medium,7,0.06,4,8,1,0.38,9.24
Medium,7,0.08,4,7,1,0.38,7.4
Low,5,0.09,11,5,6,0.42,12.15
Medium,7,0.09,108,11,6,0.65,659.28
Medium,7,0.05,4,11,5,0.59,18.76
Medium,7,0.1,196,9,9,0.6,873
Medium,7,0.06,4,2,1,0.38,1.56
Medium,7,0.08,4,2,1,0.38,1.4
Critical,15,0.03,41,53,3,0.36,714.09
Critical,15,0.05,49,15,20,0.57,362.2
Critical,15,0.04,3,2,2,0.58,1.24
Critical,15,0.03,41,13,3,0.36,172.89
Critical,15,0.05,49,4,20,0.57,81.92
Not Specified,0,0.03,40,11,20,0.77,305.6
Not Specified,0,0.08,4,11,6,0.4,8.08
Not Specified,0,0.01,201,9,4,0.59,1045.22
Low,5,0.01,7,8,2,0.39,19.28
High,10,0.05,40,52,7,0.67,1282.6
High,10,0.04,6,30,5,0.35,50.8
High,10,0.02,6,4,4,0.68,11.84
High,10,0.05,6,3,5,0.36,0.58
Not Specified,0,0.09,20,8,4,0.68,90.4
High,10,0.05,40,13,7,0.67,315.4
High,10,0.04,6,8,5,0.35,9.88
High,10,0.02,6,1,4,0.68,-0.04
High,10,0.05,6,1,5,0.36,-3.14
Critical,15,0.04,9,1,6,0.35,-3.21
Not Specified,0,0.09,20,2,4,0.68,19.6
Medium,7,0.1,90,9,42,0.66,411.6
Medium,7,0.1,3,21,2,0.84,44.62
Not Specified,0,0.05,3,12,2,0.58,17.08
Medium,7,0.1,90,2,42,0.66,58.8
Medium,7,0.1,3,5,2,0.84,9.1
High,10,0.09,176,45,9,0.57,3792.6
Low,5,0.04,27,5,19,0.44,35
Low,5,0.09,321,3,29,0.66,519.91
High,10,0.09,176,11,9,0.57,920.28
Medium,7,0.05,7,12,7,0.37,19.88
Medium,7,0.01,96,7,35,0.5,294.28
Low,5,0.03,8,1,10,0.59,-5.52
Low,5,0.04,21,6,4,0.77,87.98
Low,5,0.01,5,12,1,0.36,20
Medium,7,0.03,55,7,14,0.37,116.9
High,10,0.07,3,7,1,0.36,5.09
Medium,7,0.1,16,53,1,0.38,236.44
Medium,7,0.01,20,13,10,0.49,114.8
Medium,7,0.1,16,13,1,0.38,57.24
Medium,7,0.01,20,3,10,0.49,18.8
Not Specified,0,0.1,31,12,9,0.58,169.56
Not Specified,0,0.02,213,14,52,0.64,1796.84
Medium,7,0.03,8,3,3,0.77,14.76
Medium,7,0,2,16,1,0.56,16.92
Critical,15,0,271,49,28,0.56,7408.24
Low,5,0.08,51,56,22,0.55,1320.32
Low,5,0.08,35,48,8,0.57,815.2
Medium,7,0.03,8,1,3,0.77,2.92
Medium,7,0,2,4,1,0.56,3.48
Not Specified,0,0,21,5,5,0.58,55.9
Critical,15,0,271,12,28,0.56,1793.12
Not Specified,0,0.02,7,12,6,0.39,25.08
Not Specified,0,0.1,4,13,1,0.83,36.96
Low,5,0.08,51,14,22,0.55,313.58
Low,5,0.08,35,12,8,0.57,197.8
Low,5,0.01,10,10,5,0.59,53
High,10,0.1,10,7,1,0.39,19.3
Medium,7,0.03,7,13,6,0.39,26.76
Medium,7,0.1,141,3,20,0.73,246.49
High,10,0.09,145,53,18,0.56,3593.95
Not Specified,0,0.07,159,11,60,0.55,779.52
High,10,0.09,145,13,18,0.56,867.95
Not Specified,0,0.07,159,3,60,0.55,168.96
Critical,15,0.05,6,9,7,0.36,9.74
Critical,15,0.05,6,2,7,0.36,-3.28
Critical,15,0.1,10,6,1,0.43,18.8
Medium,7,0.09,2,3,1,0.44,1.1
Not Specified,0,0.09,181,8,30,0.69,838.8
Not Specified,0,0.02,15,11,13,0.43,54.65
Not Specified,0,0.02,6,6,5,0.36,7.24
Low,5,0.02,8,52,4,0.61,241.44
Low,5,0.02,8,13,4,0.61,57.36
Low,5,0.04,4,12,7,0.54,17
Low,5,0.1,66,30,6,0.56,904.8
High,10,0.08,80,1,48,0.74,4.8
High,10,0.09,126,1,6,0.56,53.22
Critical,15,0.04,86,1,1,0.39,29.1
Low,5,0.04,4,3,7,0.54,-1
Low,5,0.1,66,8,6,0.56,236.88
Not Specified,0,0,123,8,70,0.74,658.16
Medium,7,0.04,6,13,5,0.36,19.96
Medium,7,0.04,6,3,5,0.36,0.76
Low,5,0.09,43,14,5,0.56,277.94
Low,5,0.02,356,11,59,0.64,2368.92
Not Specified,0,0.03,49,13,6,0.38,216.95
Not Specified,0,0.08,296,14,54,0.76,2763.92
Low,5,0.08,11,13,5,0.59,67.93
Not Specified,0,0.01,501,3,26,0.6,860.77
Not Specified,0,0.1,8,6,8,0.55,13.6
Not Specified,0,0.07,12,8,7,0.04,-9.88
Not Specified,0,0.09,600,46,24,0.37,7704
High,10,0,151,9,60,0.77,986.43
Not Specified,0,0.07,12,2,7,0.04,-7.72
Not Specified,0,0.09,600,11,24,0.37,1824
Critical,15,0.07,11,9,4,0.58,46.49
Critical,15,0.03,6,6,8,0.36,3.88
Medium,7,0.08,27,1,4,0.75,14.09
Critical,15,0.08,156,6,8,0.6,478.72
High,10,0.01,41,49,19,0.57,1106.04
Not Specified,0,0.02,91,46,30,0.61,2439.74
High,10,0,81,35,30,0.4,1104
High,10,0.09,6,52,7,0.37,80.36
High,10,0.01,41,12,19,0.57,256.52
High,10,0.01,7,8,6,0.39,15.28
Critical,15,0.07,82,20,56,0.6,813.2
Critical,15,0.06,9,16,3,0.49,58.92
Low,5,0.03,6,16,3,0.54,45.96
Medium,7,0.09,348,5,40,0.62,882.2
Not Specified,0,0.02,91,11,30,0.61,560.59
High,10,0,81,9,30,0.4,261.6
High,10,0.09,6,13,7,0.37,14.84
Critical,15,0.01,206,53,20,0.6,6421.62
Critical,15,0.09,163,57,20,0.39,2767.3
Critical,15,0.07,201,44,4,0.59,4594.88
Critical,15,0.01,206,13,20,0.6,1560.02
Critical,15,0.09,163,14,20,0.39,664.6
Critical,15,0.07,201,11,4,0.59,1145.72
High,10,0.1,206,15,3,0.59,1511.1
Low,5,0.05,6,3,1,0.38,4.94
Low,5,0.09,12,5,5,0.58,24.4
Medium,7,0.04,12,7,6,0.57,38.52
High,10,0.04,2,38,1,0.42,27.88
High,10,0.04,66,64,9,0.58,2271.96
Critical,15,0.02,526,2,20,0.37,348.2
Critical,15,0.1,17,16,3,0.37,70.44
Critical,15,0.09,6,12,4,0.68,38.48
Low,5,0.03,31,18,20,0.4,186.46
Medium,7,0.08,10,6,9,0.6,22.2
High,10,0.04,2,9,1,0.42,5.84
High,10,0.04,66,16,9,0.58,561.24
Critical,15,0.02,3,11,4,0.56,13.82
Low,5,0.04,6,6,8,0.37,3.88
Low,5,0.1,9,9,6,0.59,33.69
Low,5,0.04,2,7,2,0.51,4.58
Critical,15,0.05,3,53,1,0.39,53.06
High,10,0.05,66,77,20,0.59,4397.32
Critical,15,0.05,81,72,35,0.81,3597.6
Critical,15,0.05,126,52,6,0.6,146.92
Critical,15,0.09,3,68,2,0.82,135.36
Not Specified,0,0.03,16,16,8,0.59,58.8
High,10,0.05,14,10,7,0.52,200.4
High,10,0.1,32,14,46,0.65,12.26
Critical,15,0.05,3,13,1,0.39,1073.08
Critical,15,0.05,81,18,35,0.81,894.9
Critical,15,0.05,126,13,6,0.6,35.23
Critical,15,0.09,3,17,2,0.82,27.84
Not Specified,0,0.03,16,4,8,0.59,29.2
Medium,7,0.04,10,8,6,0.48,65.8
Not Specified,0,0.05,116,3,56,0.4,5515.2
Not Specified,0,0.03,145,72,18,0.56,891.4
Not Specified,0,0.06,86,20,3,0.58,103.02
Not Specified,0,0.04,38,9,3,0.35,67.2
Not Specified,0,0.1,12,13,3,0.55,136.2
Not Specified,0,0.04,5,79,6,0.4,1365.3
Not Specified,0,0.03,145,18,18,0.56,220.6
Not Specified,0,0.06,86,5,3,0.58,20.56
Not Specified,0,0.04,38,2,3,0.35,282.02
Not Specified,0,0.01,349,2,60,0.5,13.2
Not Specified,0,0.1,12,3,3,0.55,30
Not Specified,0,0.04,5,20,6,0.4,356.1
Low,5,0.04,10,71,6,0.55,11.96
High,10,0.06,3,9,1,0.54,192.7
Low,5,0.07,26,15,14,0.6,1289.76
Low,5,0.03,126,18,3,0.6,85.8
Low,5,0.04,10,18,6,0.55,197.75
High,10,0.02,55,11,14,0.37,32.65
Not Specified,0,0.09,5,11,2,0.72,489.16
High,10,0.08,96,13,35,0.5,176.96
Medium,7,0.03,8,58,4,0.42,509.2
Medium,7,0.01,105,14,20,0.37,7.45
Not Specified,0,0.09,5,3,2,0.72,85.96
High,10,0.08,96,3,35,0.5,42.8
Medium,7,0.03,8,15,4,0.42,131.2
Medium,7,0.01,105,4,20,0.37,193.2
Medium,7,0.05,83,6,6,0.45,51.12
Critical,15,0.08,12,17,6,0.36,1223.6
High,10,0.03,31,55,4,0.75,308.48
High,10,0.03,31,14,4,0.75,435.28
High,10,0.07,64,18,14,0.46,40.22
Not Specified,0,0.03,19,7,5,0.37,26.9
Medium,7,0.06,10,9,1,0.37,1189
Medium,7,0.07,126,19,8,0.57,152.09
High,10,0.02,21,9,1,0.83,45.5
High,10,0,6,11,4,0.75,3368.02
High,10,0.07,146,41,44,0.64,9.5
Not Specified,0,0.08,2,25,5,0.37,63
Not Specified,0,0.04,5,36,0,0.39,189.8
Critical,15,0.02,60,9,10,0.39,-496.6
High,10,0.95,146,10,44,0.64,-1.52
Not Specified,0,0.08,2,6,5,0.37,15.75
Not Specified,0,0.04,5,9,0,0.39,34.6
High,10,0.06,43,2,17,0.66,25.72
High,10,0.01,22,3,2,0.43,837.56
High,10,0.07,38,79,3,0.35,2724.28
Critical,15,0.03,92,14,40,0.67,784.32
High,10,0.07,38,20,3,0.35,209.8
High,10,0.05,66,19,20,0.59,657.16
High,10,0.07,244,69,63,0.57,8355
Critical,15,0.08,61,55,32,0.56,1578.4
High,10,0.07,244,17,63,0.57,2011
Low,5,0.08,6,18,7,0.36,23.24
Not Specified,0,0.03,27,6,5,0.5,71.14
Not Specified,0,0.07,7,6,11,0.37,1.6
Critical,15,0.08,61,14,32,0.56,377.92
High,10,0.07,6,16,8,0.37,20.8
Medium,7,0.06,4,16,3,0.39,18.12
Medium,7,0.09,4,14,6,0.4,11.36
High,10,0.02,5,9,3,0.38,13.2
Critical,15,0.09,8,38,6,0.35,73.04
Low,5,0.95,281,16,36,0.66,-1339.84
Low,5,0.05,16,9,1,0.38,46.52
High,10,0.02,5,2,3,0.38,0.6
Low,5,0,8,4,6,0.36,5.52
Critical,15,0.09,8,9,6,0.35,12.72
Critical,15,0.08,43,60,5,0.56,1233.4
Critical,15,0.07,8,36,9,0.4,86.04
Medium,7,0.03,6,5,3,0.36,6.9
Critical,15,0.08,43,15,5,0.56,304.6
Critical,15,0.07,8,9,9,0.4,14.76
Critical,15,0.05,77,27,20,0.54,998.71
High,10,0.01,21,69,1,0.57,810.44
Critical,15,0.05,77,7,20,0.54,244.11
High,10,0.01,21,17,1,0.57,198.92
High,10,0.08,2,2,1,0.37,0.16
High,10,0.1,6,16,6,0.36,18.96
High,10,0.08,102,14,21,0.59,707.28
High,10,0.07,6,16,8,0.37,20.8
High,10,0.01,2,18,1,0.83,28.52
Medium,7,0.02,81,13,7,0.48,477.38
Medium,7,0.08,3,10,2,0.58,13
Low,5,0.06,126,2,6,0.6,130.08
High,10,0.06,12,17,6,0.4,63.36
High,10,0.08,5,16,7,0.36,15.4
High,10,0.06,5,11,6,0.4,12.7
Not Specified,0,0.04,4,2,7,0.38,-4.28
Low,5,0.06,218,2,18,0.57,204.36
Low,5,0.01,15,19,11,0.58,151.45
Medium,7,0.02,6,20,1,0.39,43.4
Medium,7,0.02,10,2,1,0.43,7.2
High,10,0,21,13,1,0.83,225.59
High,10,0.07,3,17,1,0.45,18.38
Not Specified,0,0.04,4,1,7,0.38,-5.64
Not Specified,0,0.05,7,58,7,0.37,122.92
Not Specified,0,0,126,64,3,0.6,4835.4
Not Specified,0,0.01,31,9,7,0.79,210.62
Not Specified,0,0,20,57,35,0.84,922.6
Medium,7,0.09,64,53,12,0.38,971.68
Not Specified,0,0.05,7,15,7,0.37,26.6
Not Specified,0,0,126,16,3,0.6,1206.6
Not Specified,0,0.01,31,2,7,0.79,41.36
Not Specified,0,0,20,14,35,0.84,200.2
Not Specified,0,0.02,16,17,1,0.38,96.92
Not Specified,0,0.07,52,11,18,0.65,313.76
Not Specified,0,0.04,126,4,9,0.57,258.12
Medium,7,0.04,3,10,1,0.36,8.6
Medium,7,0.06,66,11,4,0.59,380.78
Medium,7,0.09,64,13,12,0.38,229.28
High,10,0,6,6,5,0.36,7.96
Medium,7,0.1,4,13,7,0.37,7.04
Medium,7,0.08,6,4,10,0.37,-3.04
Medium,7,0.02,25,19,9,0.5,219
Medium,7,0.02,21,27,9,0.59,314.19
Low,5,0.01,25,11,3,0.39,101.5
Low,5,0.06,7,63,2,0.39,143.53
High,10,0.04,21,28,9,0.59,314.4
High,10,0.05,348,68,85,0.66,14350.04
Medium,7,0.02,25,5,9,0.5,51
Medium,7,0.02,21,7,9,0.59,74.79
Critical,15,0.01,34,8,2,0.45,117.68
Low,5,0.01,25,3,3,0.39,25.5
Low,5,0.06,7,16,2,0.39,34.96
High,10,0.04,21,7,9,0.59,71.85
High,10,0.05,348,17,85,0.66,3523.76
Not Specified,0,0.01,11,6,3,0.38,21.42
Not Specified,0,0.03,4,18,1,0.57,37.88
Low,5,0.01,3,19,1,0.36,18.95
High,10,0.08,41,35,19,0.57,684.15
Medium,7,0.08,551,77,46,0.71,26683.01
Medium,7,0.02,114,15,30,0.69,1115.7
Medium,7,0.04,66,18,9,0.58,632.52
High,10,0.08,41,9,19,0.57,161.81
High,10,0.07,14,18,7,0.38,71.12
High,10,0.1,9,18,6,0.39,40.98
High,10,0.02,12,15,7,0.04,-3.4
Low,5,0.02,51,9,14,0.56,233.86
Medium,7,0.08,551,19,46,0.71,6549.47
Medium,7,0.07,3,66,1,0.08,0.98
Medium,7,0.07,3,16,1,0.08,-0.52
Critical,15,0,7,16,8,0.58,56.96
Not Specified,0,0.01,8,6,9,0.58,18.36
Not Specified,0,0.09,196,15,9,0.58,1431.6
Medium,7,0.06,49,11,10,0.57,264.89
Critical,15,0.06,6,9,1,0.6,28.16
Critical,15,0.05,20,1,4,0.44,3.8
Critical,15,0.05,13,16,5,0.82,155.16
Low,5,0.03,12,18,3,0.55,109.32
Low,5,0.02,6,11,6,0.37,17.1
Critical,15,0.07,4,75,5,0.35,79
Critical,15,0.08,2,20,5,0.41,8.2
Low,5,0.08,285,18,70,0.6,2597.6
Medium,7,0.03,600,11,24,0.5,3078
Medium,7,0.02,7,6,3,0.36,11.28
Critical,15,0.07,4,19,5,0.35,16.28
Critical,15,0.08,2,5,5,0.41,-1.7
High,10,0.09,4,13,6,0.4,10.12
High,10,0.09,126,20,9,0.59,1251
Not Specified,0,0.03,19,34,4,0.05,8.92
Not Specified,0,0.05,6,16,7,0.37,23.72
High,10,0.1,14,12,7,0.38,40.04
High,10,0.05,4,6,1,0.39,7.16
Low,5,0.09,34,10,20,0.55,136.4
Low,5,0.09,2,18,1,0.56,15.92
Not Specified,0,0,10,8,9,0.6,39
Critical,15,0.06,18,19,9,0.57,165.42
Critical,15,0.04,3,8,1,0.59,12.2
Critical,15,0.06,21,19,5,0.58,202.48
Medium,7,0.1,58,7,37,0.61,170.06
Medium,7,0.08,6,7,1,0.39,12.02
Not Specified,0,0.01,3,2,1,0.36,1.1
Medium,7,0.02,4,16,1,0.38,22.04
Not Specified,0,0.03,6,14,6,0.36,21.72
Not Specified,0,0,15,5,8,0.57,34.75
Not Specified,0,0.08,4,18,5,0.59,31.72
Medium,7,0,101,2,36,0.62,89.24
Low,5,0.1,6,17,8,0.36,18.52
Medium,7,0.03,40,18,3,0.53,357
Not Specified,0,0.02,36,13,3,0.39,170.16
Medium,7,0.07,6,20,1,0.6,62.6
Critical,15,0.04,11,50,5,0.36,171
Critical,15,0.08,40,25,4,0.7,616
Critical,15,0.05,7,27,6,0.37,54.48
Not Specified,0,0.06,65,50,35,0.8,2370
Not Specified,0,0.95,15,5,28,0.76,-42.25
Critical,15,0.01,16,41,9,0.64,404.28
Critical,15,0.08,12,71,6,0.38,249.6
Critical,15,0.1,31,19,5,0.4,171.7
Critical,15,0.04,11,13,5,0.36,40.76
Not Specified,0,0.02,137,6,24,0.06,4.77
Critical,15,0.08,40,6,4,0.7,144.8
Critical,15,0.05,7,7,6,0.37,9.68
Not Specified,0,0.06,65,13,35,0.8,590.3
Not Specified,0,0,15,1,28,0.76,-16.6
Critical,15,0.01,16,10,9,0.64,91.8
Critical,15,0.08,12,18,6,0.38,58.8
Critical,15,0.1,31,5,5,0.4,41.5
High,10,0.07,11,18,5,0.36,52.42
High,10,0.01,69,38,60,0.41,988.8
High,10,0.07,11,5,5,0.36,10.95
High,10,0.01,69,9,60,0.41,188.4
High,10,0.08,20,10,6,0.38,54
High,10,0.08,271,18,28,0.56,2313.44
High,10,0.1,3,8,1,0.58,10.52
Medium,7,0.01,4,21,5,0.04,-2.65
Medium,7,0.03,98,10,0,0.36,323.4
Low,5,0.02,66,21,9,0.59,781.02
Low,5,0.02,66,5,9,0.59,179.1
Critical,15,0.03,123,17,70,0.74,1414.61
Medium,7,0.06,6,11,7,0.37,13.46
Medium,7,0.07,2,9,1,0.5,6.74
High,10,0.03,6,14,5,0.38,24.4
High,10,0.05,6,7,3,0.54,17.58
Medium,7,0,7,11,5,0.37,23.49
Low,5,0.03,17,1,12,0.35,-6.56
Low,5,0.03,225,4,12,0.42,339
Low,5,0.05,9,17,6,0.39,46.02
Not Specified,0,0.1,218,8,18,0.57,801.68
Critical,15,0.09,3,7,1,0.38,5.09
Low,5,0.02,20,1,11,0.6,0.6
Low,5,0.05,5,79,1,0.36,121.45
Low,5,0.02,6,76,3,0.71,311.64
Low,5,0.05,5,20,1,0.36,30
Low,5,0.02,6,19,3,0.71,75.66
High,10,0.03,22,6,2,0.43,50.8
Not Specified,0,0.03,155,4,7,0.59,340.2
Not Specified,0,0.05,180,18,14,0.57,1670.8
Low,5,0.1,10,35,5,0.47,124.5
Low,5,0,20,69,9,0.58,791.4
Medium,7,0.07,14,3,5,0.49,12.64
Not Specified,0,0.01,6,7,10,0.36,4.7
Low,5,0.1,10,9,5,0.47,28.3
Low,5,0,20,17,9,0.58,188.2
Critical,15,0.09,4,79,5,0.4,92.96
Critical,15,0.09,28,13,14,0.58,164.36
Critical,15,0.09,56,68,5,0.8,2698.68
Low,5,0.05,23,45,9,0.44,394.65
Low,5,0.02,2,79,2,0.49,72.26
Low,5,0.05,64,53,14,0.46,1376.72
Critical,15,0.09,4,20,5,0.4,19.8
Critical,15,0.09,28,3,14,0.58,27.16
Critical,15,0.09,56,17,5,0.8,670.92
Low,5,0.05,3,2,2,0.57,1.12
High,10,0.09,9,19,10,0.4,43.01
Low,5,0.05,23,11,9,0.44,89.67
Low,5,0.02,2,20,2,0.49,16.8
Low,5,0.05,64,13,14,0.46,327.12
Not Specified,0,0.07,28,79,2,0.4,727.96
High,10,0.09,81,40,1,0.57,1554.2
High,10,0.06,4,21,2,0.35,22.36
High,10,0.06,6,59,6,0.37,103.74
High,10,0.01,19,74,9,0.37,497.16
High,10,0.09,32,8,7,0.75,161.96
Not Specified,0,0.07,28,20,2,0.4,182.8
High,10,0.09,81,10,1,0.57,387.8
High,10,0.06,4,5,2,0.35,3.8
High,10,0.06,6,15,6,0.37,21.9
High,10,0.01,19,19,9,0.37,120.96
High,10,0.09,32,2,7,0.75,35.24
Low,5,0.06,41,10,14,0.57,195.1
High,10,0.08,4,71,5,0.37,77.36
High,10,0.05,6,30,2,0.56,89.8
High,10,0.02,3,68,1,0.08,11.24
High,10,0.07,6,9,4,0.56,22.46
High,10,0.07,206,18,6,0.59,1922.16
Low,5,0.06,41,2,14,0.57,27.82
High,10,0.08,4,18,5,0.37,15.88
High,10,0.05,6,7,2,0.56,19.42
High,10,0.02,3,17,1,0.08,2.06
High,10,0.03,12,9,6,0.57,52.32
Medium,7,0.08,4,16,3,0.37,15.56
Medium,7,0.03,3,20,1,0.56,30.8
Not Specified,0,0.05,13,18,5,0.59,121.36
High,10,0.08,141,4,24,0.57,252.36
